henvendelse_id,kunde_id,dato,kanal,tekst
H002520,K104890,2024-01-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H019065,K137837,2024-01-11,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.1 % når nye kunder får bedre betingelser?
H013870,K127486,2024-01-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H001430,K102818,2024-01-11,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H006341,K112207,2024-01-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011047,K121746,2024-01-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H007006,K113663,2024-01-11,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005527,K110611,2024-01-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H017984,K135608,2024-01-11,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H012297,K124265,2024-01-11,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010192,K120001,2024-01-11,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H015482,K130629,2024-01-11,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H016405,K132472,2024-01-11,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H017246,K134152,2024-01-11,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003701,K107186,2024-01-11,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H010572,K120755,2024-01-11,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H008151,K115919,2024-01-11,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003551,K106895,2024-01-11,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H016086,K131819,2024-01-11,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.87 % når nye kunder får bedre betingelser?
H007770,K115171,2024-01-11,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H016307,K132262,2024-01-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H013856,K127456,2024-01-11,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H004236,K108166,2024-01-11,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H007963,K115556,2024-01-11,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H009103,K117801,2024-01-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H010858,K121373,2024-01-11,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H010690,K120972,2024-01-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H009915,K119423,2024-01-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H001509,K102965,2024-01-12,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H017461,K134573,2024-01-12,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H008766,K117181,2024-01-12,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H010355,K120318,2024-01-12,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H012786,K125213,2024-01-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H016271,K132185,2024-01-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H005490,K110549,2024-01-12,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011816,K123252,2024-01-12,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H001907,K103755,2024-01-12,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001096,K102193,2024-01-12,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H019139,K137998,2024-01-12,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012853,K125364,2024-01-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H001477,K102886,2024-01-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013865,K127479,2024-01-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 5.01 % – kan dere matche det?"
H000902,K101845,2024-01-13,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H004882,K109384,2024-01-13,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014592,K128852,2024-01-13,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H014300,K128247,2024-01-13,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H009952,K119493,2024-01-13,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H015787,K131255,2024-01-13,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H000945,K101932,2024-01-13,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H008443,K116504,2024-01-13,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H015724,K131136,2024-01-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009244,K118056,2024-01-13,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H002552,K104956,2024-01-13,e-post,"Har fått tilbud fra DNB på 5.0 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H004728,K109059,2024-01-13,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H016533,K132734,2024-01-13,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.79 % når nye kunder får bedre betingelser?
H006591,K112755,2024-01-13,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H018565,K136741,2024-01-13,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001014,K102072,2024-01-13,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H017163,K133974,2024-01-13,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014961,K129604,2024-01-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H017260,K134179,2024-01-13,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H002304,K104480,2024-01-13,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H017167,K133979,2024-01-13,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H009033,K117650,2024-01-13,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008085,K115789,2024-01-13,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H013934,K127594,2024-01-13,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H013443,K126599,2024-01-14,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H013908,K127550,2024-01-14,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009853,K119313,2024-01-14,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H005958,K111474,2024-01-14,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017032,K133711,2024-01-14,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009954,K119496,2024-01-14,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H017563,K134807,2024-01-14,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H010143,K119894,2024-01-14,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H000748,K101529,2024-01-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003146,K106152,2024-01-14,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009502,K118608,2024-01-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004579,K108783,2024-01-14,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H019523,K138798,2024-01-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H008482,K116599,2024-01-14,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.91 % når nye kunder får bedre betingelser?
H007550,K114731,2024-01-14,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H007120,K113908,2024-01-14,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000296,K100618,2024-01-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014549,K128775,2024-01-14,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H009941,K119469,2024-01-14,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H006106,K111735,2024-01-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018252,K136104,2024-01-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H016513,K132696,2024-01-14,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017364,K134398,2024-01-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H015622,K130923,2024-01-15,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H001931,K103787,2024-01-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004240,K108180,2024-01-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H007997,K115636,2024-01-15,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014173,K128031,2024-01-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006389,K112299,2024-01-15,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H010655,K120901,2024-01-15,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003093,K106027,2024-01-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H019774,K139229,2024-01-15,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H002963,K105774,2024-01-15,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H004203,K108093,2024-01-15,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H006865,K113316,2024-01-15,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Nordea.
H001511,K102967,2024-01-15,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H010324,K120297,2024-01-15,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H014875,K129442,2024-01-15,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H006573,K112720,2024-01-15,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H005275,K110125,2024-01-15,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004689,K108988,2024-01-15,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014562,K128803,2024-01-15,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H002060,K104045,2024-01-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H007397,K114446,2024-01-15,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.05 % når nye kunder får bedre betingelser?
H006619,K112813,2024-01-15,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H002793,K105445,2024-01-15,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H012320,K124302,2024-01-15,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012740,K125109,2024-01-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019181,K138083,2024-01-16,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H007862,K115329,2024-01-16,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003575,K106941,2024-01-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H017639,K134951,2024-01-16,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010034,K119656,2024-01-16,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008622,K116894,2024-01-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H010270,K120190,2024-01-16,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H000443,K100953,2024-01-16,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H010306,K120271,2024-01-16,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H019395,K138524,2024-01-16,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H012456,K124543,2024-01-16,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H017075,K133796,2024-01-16,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019033,K137760,2024-01-16,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016490,K132650,2024-01-16,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H007624,K114866,2024-01-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H012034,K123701,2024-01-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H015186,K130043,2024-01-16,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H010369,K120341,2024-01-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H012268,K124204,2024-01-16,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018581,K136805,2024-01-16,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H005455,K110498,2024-01-16,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H014615,K128905,2024-01-16,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H016278,K132200,2024-01-16,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019194,K138106,2024-01-16,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H001261,K102514,2024-01-17,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002990,K105825,2024-01-17,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H016077,K131801,2024-01-17,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H002708,K105261,2024-01-17,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008360,K116351,2024-01-17,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H020078,K139815,2024-01-17,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H019519,K138791,2024-01-17,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H008406,K116436,2024-01-17,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012630,K124875,2024-01-17,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H001828,K103594,2024-01-17,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H004664,K108949,2024-01-17,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008457,K116542,2024-01-17,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014116,K127929,2024-01-17,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H016136,K131897,2024-01-17,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H004959,K109555,2024-01-17,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
